"","uni_id","iteration","timepoint","m","counts","avg_workload","avg_OGL","per_site_mutation_rate","time_to_fill","growth_rate"
"1705",18,89,3400,29,31,332.387096774194,100,0.00935483870967742,189,0.0181692444681754
"1706",18,33,3400,33,31,359.387096774194,100,0.0106451612903226,200,0.0171699360224257
"1707",18,45,3400,30,31,340.161290322581,100,0.00967741935483871,209,0.0164305607870103
"1708",18,24,3400,22,32,329.1875,100,0.006875,180,0.0192540883488874
"1709",18,22,3400,37,31,390.161290322581,100,0.0119354838709677,216,0.0158980889096535
"1710",18,55,3400,25,31,382.129032258065,100,0.00806451612903226,216,0.0158980889096535
"1711",18,68,3400,25,31,349.806451612903,100,0.00806451612903226,201,0.01708451345515
"1712",18,29,3400,36,31,393.548387096774,100,0.0116129032258065,205,0.0167511570950495
"1713",18,12,3400,26,32,328.03125,100,0.008125,194,0.0178646180556687
"1714",18,72,3400,28,31,337.161290322581,100,0.00903225806451613,214,0.0160466691798371
"1715",18,23,3400,31,31,346.774193548387,100,0.01,204,0.0168332706102213
"1716",18,16,3400,34,31,359.225806451613,100,0.0109677419354839,239,0.014368147299101
"1717",18,71,3400,37,31,317.548387096774,100,0.0119354838709677,226,0.0151946336481644
"1718",18,53,3400,28,32,326.59375,100,0.00875,208,0.0166621918403833
"1719",18,94,3400,41,31,338.870967741935,100,0.0132258064516129,210,0.0163523200213578
"1720",18,42,3400,27,31,350.967741935484,100,0.00870967741935484,202,0.0169999366558671
"1721",18,78,3400,36,31,420.483870967742,100,0.0116129032258065,227,0.0151276969360579
"1722",18,88,3400,36,32,337.84375,100,0.01125,210,0.0165035042990463
"1723",18,97,3400,25,31,351.41935483871,100,0.00806451612903226,200,0.0171699360224257
"1724",18,99,3400,33,31,342.290322580645,100,0.0106451612903226,211,0.0162748208743372
"1725",18,62,3400,34,31,307.838709677419,100,0.0109677419354839,227,0.0151276969360579
"1726",18,8,3400,31,31,384.806451612903,100,0.01,220,0.0156090327476598
"1727",18,34,3400,26,32,353.71875,100,0.008125,224,0.0154720352803559
"1728",18,17,3400,33,31,378.741935483871,100,0.0106451612903226,211,0.0162748208743372
"1729",18,31,3400,30,31,344.161290322581,100,0.00967741935483871,205,0.0167511570950495
"1730",18,38,3400,39,31,347,100,0.0125806451612903,214,0.0160466691798371
"1731",18,1,3400,27,31,344.225806451613,100,0.00870967741935484,225,0.0152621653532673
"1732",18,52,3400,32,32,375.71875,100,0.01,233,0.0148744030163078
"1733",18,81,3400,22,31,336.032258064516,100,0.00709677419354839,199,0.0172562171079656
"1734",18,19,3400,29,31,320.774193548387,100,0.00935483870967742,208,0.0165095538677171
"1735",18,64,3400,37,31,347.548387096774,100,0.0119354838709677,226,0.0151946336481644
"1736",18,51,3400,31,31,365.612903225806,100,0.01,205,0.0167511570950495
"1737",18,77,3400,28,31,365.290322580645,100,0.00903225806451613,197,0.0174314071293662
