"","strategy_rep","trans_viable_uni","final_viable_uni","num_viable_unicells_diff","adjusted_trans_viable_uni","adjusted_final_viable_uni","adjusted_num_viable_unicells_diff","value","trans_uni_avg_growth_rate","final_uni_avg_growth_rate","trans_uni_avg_rel_fitness","final_uni_avg_rel_fitness","trans_uni_avg_workload","final_uni_avg_workload","trans_multi_avg_growth_rate","final_multi_avg_growth_rate","trans_multi_avg_workload","final_multi_avg_workload"
"35",8677,224,227,3,221.985691573927,221.530575618909,-0.455115955017845,"difference",0.00202815573040982,0.00204802302435858,0.646541961970738,0.659525474911369,20.6963568187094,33.2417123973929,0.00313692822694409,0.00310529782740205,19.71,76.43
"36",8684,88,115,27,87.1882352941176,114.105882352941,26.9176470588235,"difference",0.00160232055495227,0.00161513016167758,0.528245162008757,0.51127439627431,13.3059630593361,2.6231632728547,0.00303328959769197,0.00315902805508577,34.08,15.16
"37",8697,67,48,-19,67,48,-19,"difference",0.00178898320518685,0.00164807872842437,0.573635106141321,0.511977502880855,17.2928555556517,17.3127200386031,0.00311867803423126,0.00321904521028906,63.94,83.64
"38",8712,66,94,28,65.275,90.5576642122487,25.2826642122487,"difference",0.00133097834931574,0.00167834357049168,0.49422284400396,0.527514321633343,15.878374591897,12.2532686860975,0.00269307330784789,0.00318160759179964,68.69,50.22
"39",8727,77,47,-30,77,47,-30,"difference",0.00131464943761737,0.00089458665031783,0.496901484438528,0.289276180400167,18.1794974528354,10.5975269151009,0.00264569432531048,0.0030925002158156,381.66,61.04
"40",8739,54,43,-11,54,43,-11,"difference",0.00156074366799796,0.00152923338722413,0.548506927040315,0.498955264048282,13.7491959970347,3.15227970694739,0.00284544021425503,0.00306487073573825,33.85,27.44
"41",8761,66,167,101,66,165.197132616487,99.1971326164875,"difference",0.00139357393004903,0.000502991690400774,0.494368136314487,0.163925527629894,9.52727560258091,12.9388782683654,0.00281889917185627,0.00306841586953079,62.52,146.38
"42",8815,58,83,25,58,81.2792207792208,23.2792207792208,"difference",0.000948402338796272,0.00171583790154124,0.78218259307404,0.531911373497934,0.608482233885963,16.490158002568,0.00121250760013589,0.00322579660265133,0.04,99.78
"43",8826,78,75,-3,76.4421245421245,75,-1.44212454212455,"difference",0.0015281237192928,0.00203383773420611,0.522777339547184,0.633830235267567,18.7227350115578,5.51292031466544,0.00292308714187273,0.00320880516743973,81.74,36.84
"44",8851,55,88,33,55,88,33,"difference",0.00128546559598828,0.00177114094967256,0.462926643119074,0.543570094771979,21.04928691436,9.72335326902255,0.00277682353153658,0.00325834876993285,114.96,191.08
"45",8900,128,70,-58,128,69.3,-58.7,"difference",0.000643041585914637,0.00151452409059624,0.528909603423237,0.478955785785382,0.83585685657688,12.7286432971622,0.00121578731365948,0.00316213758251767,5.34,31.03
"46",8941,171,104,-67,168.64717763948,103.112359550562,-65.5348180889185,"difference",0.00130475751271917,0.00176034525248965,0.643504554271741,0.543334389817498,9.51564162763274,12.9015418315363,0.00202758085247085,0.00323989293790319,124.5,27.46
"47",8992,140,130,-10,138.457142857143,130,-8.45714285714286,"difference",0.0014864747234517,0.00206359775863301,0.569475306834161,0.636743009465353,14.3770038771637,8.66062803444801,0.00261025316745574,0.00324086441147698,3659.73,34.02
